               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 473,            0.012704,           0.0055176,           0.0032011,             0.99443,             0.98941,               0.995,             0.90487,            0.006111,           0.0031405,           0.0014692,           0.0006544,           0.0006544,           0.0006544
                 474,            0.011268,           0.0056569,           0.0026297,             0.99544,             0.98987,               0.995,             0.90429,           0.0059533,           0.0031241,           0.0014166,           0.0006346,           0.0006346,           0.0006346
                 475,            0.011511,           0.0049458,           0.0040179,              0.9967,             0.99118,               0.995,             0.90567,           0.0058836,           0.0031204,           0.0013186,           0.0006148,           0.0006148,           0.0006148
                 476,            0.010721,            0.005148,           0.0039303,             0.99719,             0.99277,               0.995,             0.90284,           0.0058543,           0.0031109,           0.0012578,            0.000595,            0.000595,            0.000595
                 477,            0.011727,           0.0058116,            0.012225,             0.99724,             0.99315,               0.995,             0.90413,           0.0058472,           0.0031148,           0.0012494,           0.0005752,           0.0005752,           0.0005752
                 478,            0.011355,           0.0058021,           0.0072291,             0.99723,             0.99324,               0.995,             0.90915,           0.0058183,           0.0031147,           0.0012507,           0.0005554,           0.0005554,           0.0005554
                 479,            0.012004,           0.0069337,           0.0043573,             0.99697,             0.99268,               0.995,             0.90977,           0.0058678,           0.0031093,           0.0012843,           0.0005356,           0.0005356,           0.0005356
                 480,            0.013269,            0.006267,           0.0054446,             0.99698,             0.99277,               0.995,             0.90849,           0.0058728,           0.0030986,           0.0012869,           0.0005158,           0.0005158,           0.0005158
                 481,             0.01276,           0.0062077,           0.0028148,             0.99713,             0.99347,               0.995,             0.90729,           0.0058993,           0.0030841,           0.0012687,            0.000496,            0.000496,            0.000496
                 482,            0.012017,           0.0070468,           0.0035737,             0.99719,             0.99395,               0.995,              0.9088,           0.0058879,           0.0030816,           0.0012582,           0.0004762,           0.0004762,           0.0004762
                 483,            0.011953,           0.0058394,           0.0037487,             0.99706,             0.99273,               0.995,              0.9044,           0.0059542,           0.0031017,           0.0012843,           0.0004564,           0.0004564,           0.0004564
                 484,            0.010825,           0.0052934,           0.0032623,               0.997,             0.99231,               0.995,             0.90829,           0.0059037,           0.0030942,           0.0012988,           0.0004366,           0.0004366,           0.0004366
                 485,            0.012526,           0.0057053,           0.0036197,              0.9962,             0.99046,               0.995,             0.90703,           0.0058542,           0.0030943,            0.001397,           0.0004168,           0.0004168,           0.0004168
                 486,            0.012348,           0.0062645,            0.002721,             0.99592,             0.99007,               0.995,             0.90868,           0.0058141,           0.0030862,           0.0014244,            0.000397,            0.000397,            0.000397
                 487,            0.011888,           0.0058981,           0.0033746,             0.99446,             0.98927,               0.995,             0.91248,           0.0059103,           0.0030888,           0.0015159,           0.0003772,           0.0003772,           0.0003772
                 488,            0.010001,           0.0054704,           0.0030133,             0.98385,             0.99902,               0.995,             0.91203,           0.0058031,           0.0030768,           0.0015482,           0.0003574,           0.0003574,           0.0003574
                 489,             0.01009,           0.0053316,           0.0018379,             0.98332,             0.99901,               0.995,             0.91294,           0.0058038,           0.0030795,           0.0015843,           0.0003376,           0.0003376,           0.0003376
                 490,            0.010209,           0.0045312,           0.0031593,             0.98314,             0.99901,               0.995,             0.91082,           0.0057546,           0.0030767,           0.0015994,           0.0003178,           0.0003178,           0.0003178
                 491,            0.011626,            0.004948,           0.0043819,             0.98299,             0.99902,               0.995,             0.91377,           0.0057516,            0.003076,           0.0016095,            0.000298,            0.000298,            0.000298
                 492,            0.010342,           0.0048065,           0.0033403,             0.98272,             0.99904,               0.995,             0.91488,            0.005741,           0.0030778,           0.0016363,           0.0002782,           0.0002782,           0.0002782
                 493,             0.01003,           0.0044844,           0.0029932,             0.98272,             0.99904,               0.995,             0.91489,           0.0057215,           0.0030796,           0.0016352,           0.0002584,           0.0002584,           0.0002584
                 494,            0.011186,           0.0061054,           0.0033742,             0.98295,             0.99904,               0.995,             0.91597,           0.0056938,           0.0030761,           0.0016124,           0.0002386,           0.0002386,           0.0002386
                 495,            0.011054,           0.0048826,           0.0038119,             0.98302,             0.99903,               0.995,             0.91319,           0.0057086,           0.0030782,           0.0016128,           0.0002188,           0.0002188,           0.0002188
                 496,            0.011383,           0.0058565,           0.0039127,             0.98308,             0.99902,               0.995,             0.91079,           0.0057495,           0.0030824,           0.0016078,            0.000199,            0.000199,            0.000199
                 497,            0.012835,           0.0055334,           0.0037546,             0.98321,             0.99903,               0.995,             0.91071,           0.0057524,           0.0030802,           0.0015914,           0.0001792,           0.0001792,           0.0001792
                 498,            0.010719,           0.0063905,           0.0031962,             0.98336,             0.99901,               0.995,              0.9112,           0.0057102,           0.0030707,           0.0015758,           0.0001594,           0.0001594,           0.0001594
                 499,            0.011668,           0.0060336,           0.0076857,             0.98373,             0.99901,               0.995,             0.91087,           0.0057208,           0.0030712,           0.0015304,           0.0001396,           0.0001396,           0.0001396
